Order,Titre_Texte,SOUND,MORPHEMES,M-GLOSS,CATEGORY
506.0,talb,issukfd,[i-ss-ukf-d],[3MS-caus-dig up:pf-deic],V
507.0,talb,gis,[gi-s],[loc:3MS],
508.0,talb,tarkkimt,[ta-rkkim-t],[FFSS-turnip],N
509.0,talb,igttid,[i-g-tt-id],[3MS-put:ao-Obj3FS-Deic],V
510.0,talb,iggi,[iggi],[above],N
511.0,talb,n,[n],[of],
512.0,talb,!ddhr,[!ddhr],[back],N
513.0,talb,ns,[n-s],[of-3S],
514.0,talb,jawi,[i-awi],[3MS-bring:ao],V
515.0,talb,t,[t],[Obj:3FS],
516.0,talb,tid,[t-id],[Obj:3FS-deic],
517.0,talb,i,[i],[to],
518.0,talb,!ttalb,[!ttalb],[the master],N
519.0,talb,u!llah,[u-!llah],[by God],N
520.0,talb,abla,[abla],[only],
521.0,talb,iχf,[iχf],[head],N
522.0,talb,uwdinan,[u-wdinan],[SMCS-valve],N
523.0,talb,aħ,[aħ],[RelPro],
524.0,talb,ttid,[tt-id],[Obj3FS-deic],
525.0,talb,kkisħ,[kkis-ħ],[pick:pf-1S],V
526.0,talb,New_Sentence,New_Sentence,New_Sentence,
527.0,talb,nttni,[nttni],[nttni],
528.0,talb,tawmmat,[tawmmat],[heifer],N
529.0,talb,ar,[ar],[AR],
530.0,talb,tt,[tt],[dd],
531.0,talb,ttinin,[tt-ini-n],[3P-tell:ao],V
532.0,talb,i,[i],[dat],
533.0,talb,trkkimtlli,[t-rkkim-t-lli],[FSCS-turnip-RelPro] ,N
534.0,talb,tabldit,[t-abldi-t],[FFSS-unaffected],N
535.0,talb,New_Sentence,New_Sentence,New_Sentence,
536.0,talb,!ttalblli,[!ttalb-lli],[the master-RelPro] ,N
537.0,talb,i!zra,[i-!zra],[3MS-see:pf],V
538.0,talb,wkan,[wkan],[only],
539.0,talb,lqquwt,[l-qquwt],[the time],N
540.0,talb,d,[d],[and],
541.0,talb,urkkim,[u-rkkim],[SMCS-turnip],N
542.0,talb,ur,[ur],[neg],
543.0,talb,gis,[gi-s],[loc:3MS],
544.0,talb,iffiʁ,[i-ffiʁ],[3MS-be decent:ao],V
545.0,talb,jat,[jat],[any way],
546.0,talb,taʁt,[t-aʁ-t],[3MS:panic:pf],V
547.0,talb,tgodi,[tgodi],[fear],
548.0,talb,n,[n],[of],
549.0,talb,ʁwilli,[ʁ-wi-lli],[DemPronMP:these ones-RelPro],
550.0,talb,mu,[mu],[to whom],
551.0,talb,jnna,[i-nna],[3MS-tell:pf],V
552.0,talb,a,[ad],[AD:Comp],
553.0,talb,jjissn,[jj-i-ss-n],[to-3MS-with them],
554.0,talb,iʃrk,[i-ʃrk],[3MS-associate:pf],V
555.0,talb,lbhajm,[l-bhajm],[animals],N
556.0,talb,ar,[ar],[AR],
557.0,talb,iswingim,[i-s-wingim],[3MS-caus-dream:ao],V
558.0,talb,!ttalb,[!ttalb],[the master],N
559.0,talb,lli,[lli],[RelPro],
560.0,talb,wanna,[wanna],[the one who],
561.0,talb,jasd,[i-a-s-d],[to-dat:3MS-deic],
562.0,talb,ukan,[ukan],[just],
563.0,talb,jiwin,[i-iwi-n],[to-who:bring-n:partic],V
564.0,talb,tarkkimt,[ta-rkkim-t],[FFSS-turnip],N
565.0,talb,jini,[i-ini],[3MS-say:ao],V
566.0,talb,jas,[i-a-s],[to-dat-3S],
567.0,talb,luħ,[luħ],[throw:Imper:2MS],V
568.0,talb,ttinn,[tt-inn],[Obj:3S-deic],
569.0,talb,ħ,[ħ],[ħ],
570.0,talb,l!mjadi,[l-!mjadi],[ablutions room],N
571.0,talb,ajlliħ,[ajlliħ],[until],
572.0,talb,i!ʕmmr,[i-!ʕmmr],[3MS-fill:pf],V
573.0,talb,l!mjadi,[l-!mjadi],[ablutions room],N
574.0,,New_Sentence,New_Sentence,New_Sentence,
575.0,talb,iswingm,[i-s-wingm],[3MS-caus-dream:ao],V
576.0,talb,ukan,[ukan],[just],
577.0,talb,!ttalb,[!ttalb],[the master],N
578.0,talb,ajlliħ,[ajlliħ],[until],
579.0,talb,iddu,[i-ddu],[3MS-go:ao],V
580.0,talb,i!ʕlm,[i-!ʕlm],[3MS-teach:],V
581.0,talb,ʁwilli,[ʁ-wi-lli],[DemPronMP:these ones-RelPro],
582.0,talb,mqqornin,[mqqor-nin],[3MP:grow:pf-nin:partic],V
583.0,talb,ħ,[ħ],[ħ],
584.0,talb,lʒmaʕt,[l-ʒmaʕ-t],[the-group-F],N
585.0,talb,!ttifn,[!ttif-n],[own:pf-3MP],V
586.0,talb,lmal,[l-mal],[money],N
587.0,talb,iʁrasn,[iʁr-as-n],[call:pf-dat:3SP],V
588.0,talb,s,[s],[to],
589.0,talb,tmzgida,[t-mzgid-a],[FSCS-mosque],N
590.0,talb,iskkusissn,[i-skkus-iss-n],[3MS-sit-with-3MP],V
591.0,talb,i!χssa,[i-!χssa],[3MS-miss:pf],V
592.0,talb,jaħ,[i-aħ],[to-dat1P],
593.0,talb,a,[ad],[AD:Comp],
594.0,talb,nskr,[n-skr],[1P-do:ao],V
595.0,talb,!krad,[!krad],[three],
596.0,talb,!wadan,[w-adan],[SMCS-night],N
597.0,talb,lmudakara,[l-mudakara],[the conversation],N
598.0,talb,ag,[ad],[AD:Comp],
599.0,talb,gisn,[gi-s-n],[loc:3MP],
600.0,talb,nttʕbad,[n-tt-ʕbad],[1P-worship:ao],V
601.0,talb,sidi,[sidi],[my lord],N
602.0,talb,!rbbi,[!rbbi],[God],N
603.0,talb,hann,[hann],[presentative],
604.0,talb,ra,[ra],[ra],
605.0,talb,nmmiggir,[n-mmiggir],[1P-meet:Impf],V
606.0,talb,d,[d],[and],
607.0,talb,nnabi,[nnabi],[Prophet],N
608.0,talb,ad,[ad],[AD:Comp],
609.0,talb,as,[a-s],[dat:3MS],
610.0,talb,!n!dalb,[!n-!dalb],[1P-ask:ao],V
611.0,talb,ad,[ad],[AD:Comp],
612.0,talb,aħ,[aħ],[us],
613.0,talb,isskʃm,[i-ss-kʃm],[3MS-caus-come in:pf],V
614.0,talb,s,[s],[in],
615.0,talb,lʒnt,[l-ʒnt],[paradise],N
616.0,talb,inin,[ini-n],[say:pf-3MPS],V
617.0,talb,as,[a-s],[dat-3S],
618.0,talb,a,[a],[voc],
619.0,talb,sidi,[sidi],[my lord],N
620.0,talb,waχχa,[waχχa],[even if],
621.0,talb,lʕibada,[l-ʕibada],[worship],N
622.0,talb,tfulki,[t-fulki],[3FS-be pretty],V
623.0,talb,aʁaras,[a-ʁaras],[MFSS-path],N
624.0,talb,n,[n],[of],
625.0,talb,!rbbi,[!rbbi],[God],N
626.0,talb,d,[d],[and],
627.0,talb,win,[wi-n],[for-poss],
628.0,talb,nnabi,[nnabi],[Prophet],N
629.0,talb,nra,[n-ra],[1P-want:pf],V
630.0,talb,t,[t],[Obj:3S],
631.0,talb,jini,[i-ini],[3MS-say:ao],V
632.0,talb,jasn,[i-a-sn],[to-dat-3-PM],
633.0,talb,walajnni,[walajnni],[but],
634.0,talb,tssnm,[t-ssn-m],[2P-know:ao],V
635.0,talb,izd,[izd],[is],
636.0,talb,nnabi,[nnabi],[Prophet],N
637.0,talb,iħml,[i-ħml],[3MS-accept],V
638.0,talb,!ssadaqa,[!ssadaqa],[charity],N
639.0,talb,d,[d],[and],
640.0,talb,lmuħsinin,[l-muħsin-in],[beneficents],N
641.0,talb,ʁila,[ʁila],[deic],
642.0,talb,awijadd,[awi-ja-dd],[bring:ao-to-dat-deic],V
643.0,talb,ja,[ja],[one:M],
644.0,talb,lħml,[l-ħml],[the weight],N
645.0,talb,tgimd,[t-gi-m-d],[2P-do:pf-M-deic],V
646.0,talb,gis,[gi-s],[loc:3MS],
647.0,talb,kullu,[kullu],[all],
648.0,talb,mat,[mat],[what],
649.0,talb,!tafm,[!taf-m],[own-2MP],V
650.0,talb,igan,[i-ga-n],[3MS-be:pf-partic],V
651.0,talb,lmal,[l-mal],[money],N
652.0,talb,ula,[ula],[or],
653.0,talb,ddahab,[ddahab],[gold],N
654.0,talb,ula,[ula],[or],
655.0,talb,nnqqwrt,[nnqqwrt],[silver],N
656.0,talb,at,[ad],[AD:Comp],
657.0,talb,tn,[tn],[Obj-deic],
658.0,talb,nhdu,[n-hdu],[1P-gift give:ao],V
659.0,talb,i,[i],[to],
660.0,talb,nnabi,[nnabi],[the Prophet],N
661.0,,New_Sentence,New_Sentence,New_Sentence,
662.0,talb,iħ,[iħ],[if],
663.0,talb,t,[t],[Obj:3S],
664.0,talb,nmmaqqar,[n-mmaqqar],[1P-meet:Impf],V
665.0,talb,hann,[hann],[presentative],
666.0,talb,is,[is],[is],
667.0,talb,ra,[rad],[rad:Fut],
668.0,talb,jawn,[a-wn],[dat-3MP],
669.0,talb,fllas,[flla-s],[on-3MS],
670.0,talb,izajd,[i-zajd],[3MS-add:pf],V
671.0,talb,ukan,[ukan],[just],
672.0,talb,ku,[ku],[every],
673.0,talb,jjan,[jja-n],[one:M],
674.0,talb,ig,[i-g],[3MS-be:ao],V
675.0,talb,t,[t],[Obj:3S],
676.0,talb,tsmit,[t-smi-t],[the name],N
677.0,talb,ns,[n-s],[of-3S],
678.0,talb,f,[f],[on],
679.0,talb,ajnnad,[a-jnna-d],[DemPro:that-deic],
680.0,talb,jiwi,[i-iwi],[3MS-bring:pf],V
681.0,,New_Sentence,New_Sentence,New_Sentence,
682.0,talb,kudnna,[kudnna],[Everytime],
683.0,talb,nkmml,[n-kmml],[1P-finish:pf],V
684.0,talb,ddikr,[ddikr],[qoran reading],N
685.0,talb,n,[n],[of],
686.0,talb,sidi,[sidi],[my lord],N
687.0,talb,!rbbi,[!rbbi],[God],N
688.0,talb,tawim,[t-awi-m],[2MP-bring:ao],V
689.0,talb,!rrzqnun,[!rrzq-n-un],[belongings-of-you],N
690.0,,New_Sentence,New_Sentence,New_Sentence,
691.0,talb,inin,[ini-n],[say:pf-3MPS],V
692.0,talb,as,[a-s],[dat-3S],
693.0,talb,waχχa,[waχχa],[even if],
694.0,talb,a,[a],[voc],
695.0,talb,sidi,[sidi],[my lord],N
696.0,talb,ʁikann,[ʁika-nn],[dem-deic],
697.0,talb,ag,[ad],[AD:Comp],
698.0,talb,gis,[gi-s],[loc:3MS],
699.0,talb,illan,[i-lla-n],[3MS-be-n:partic],V
700.0,talb,ʁwinn,[ʁ-wi-nn],[DemPron:MP-deic:Those ones],
701.0,talb,nttni,[nttni],[them,
702.0,talb,wanna,[wanna],[the one who],
703.0,talb,wkan,[wkan],[only],
704.0,talb,iddan,[i-dda-n],[3MS-go-n:partic],V
705.0,talb,s,[s],[to],
706.0,talb,tgmmi,[t-gmmi],[FSCS-house],N
707.0,talb,ns,[n-s],[of-3S],
708.0,talb,ismun,[i-smun],[3MS-gather:pf],V
709.0,talb,ma,[ma],[what],
710.0,talb,j!ttaf,[i-!ttaf],[3MS-own:pf],V
711.0,talb,New_Sentence,New_Sentence,New_Sentence,
712.0,talb,jawi,[i-awi-t-id],[3MS-bring:pf],V
713.0,talb,tid,[-t-id],[Obj-deic],
714.0,talb,i,[i],[to],
715.0,talb,!ttalb,[!ttalb],[the master],N
716.0,talb,iqijtt,[i-qijd-t],[3MS-register:pf-Obj:3S],V
717.0,talb,if,[i-f],[3MS-give:pf],V
718.0,talb,as,[a-s],[dat-3S],
719.0,talb,tawriqt,[ta-wriq-t],[FFSS-the paper],N
720.0,talb,ns,[n-s],[of-3S],
721.0,talb,dfʕan,[dfʕa-n],[push:pf-3MP],V
722.0,talb,i,[i],[to],
723.0,talb,lħmllli,[l-ħml-lli],[the weight-RelPro] ,N
724.0,talb,ajlliħ,[ajlliħ],[until],
725.0,talb,iktar,[i-ktar],[3MS-be full:pf],V
726.0,talb,jili,[i-ili],[3MS-be:ao],V
727.0,talb,gis,[gi-s],[loc:3MS],
728.0,talb,ttaman,[ttaman],[price],N
729.0,talb,n,[n],[n],
730.0,talb,tlt,[tlt],[three],N
731.0,talb,mija,[mija],[hundred],N
732.0,talb,t,[t],of],
733.0,talb,bgri,[bgri],[cattle],N
734.0,talb,ur,[ur],[neg],
735.0,talb,d,[d],[and],
736.0,talb,sul,[sul],[not yet],
737.0,talb,aʁar,[aʁar],[just],
738.0,talb,mija,[mija],[hundred],N
739.0,talb,New_Sentence,New_Sentence,New_Sentence,
740.0,,ignu,[i-gnu],[3MS-sew:pf],V
741.0,talb,!ttalb,[!ttalb],[the master],N
742.0,talb,lħml,[l-ħml],[the weight],N
743.0,talb,jini,[i-ini],[3MS-say:ao],V
744.0,talb,jasn,[i-a-sn],[to-dat-3-PM],
745.0,talb,awa,[awa],[so],
746.0,talb,ʁilad,[ʁilad],[deic],
747.0,talb,ra,[ra],[ra],
748.0,talb,nbdu,[n-bdu],[1P-start:ap],V
749.0,talb,lmudakara,[l-mudakara],[the conversation],N
750.0,talb,New_Sentence,New_Sentence,New_Sentence,
751.0,,inin,[ini-n],[say:pf-3MPS],V
752.0,talb,as,[a-s],[dat-3S],
753.0,talb,awa,[awa],[so],
754.0,talb,a,[a],[voc],
755.0,talb,sidi,[sidi],[my lord],N
756.0,talb,i!χssa,[i-!χssa],[3MS-miss:pf],V
757.0,talb,a,[ad],[AD:Comp],
758.0,talb,jaħ,[i-aħ],[to-dat1P],
759.0,talb,tmlt,[t-ml-t],[2S-show:ao],V
760.0,talb,ma,[ma],[what],
761.0,talb,nt,[n-t],[1P-t],
762.0,talb,tini,[t-ini],[2FS-say:pf],V
763.0,talb,New_Sentence,New_Sentence,New_Sentence,
764.0,,inna,[i-nna],[3MS-say:pf],V
765.0,talb,jasn,[i-a-sn],[to-dat-3-PM],
766.0,talb,iħ,[iħ],[if],
767.0,talb,awn,[a-wn],[dat-2MP],
768.0,talb,ukan,[ukan],[just],
769.0,talb,nniħ,[nni-ħ],[say:pf-1S],V
770.0,talb,ana,[ana],[ana],
771.0,talb,mʃit,[mʃit],[mʃit],
772.0,talb,a,[a],[voc],
773.0,talb,lhurrat,[l-hurrat],[the dunces],N
774.0,talb,trarmd,[t-rar-m-d],[2MP-return:ao-deic],V
775.0,talb,flla,[flla],[over],
776.0,talb,mtsamħin,[mt-samħ-in],[mt-samħ-in],V
777.0,talb,a,[a],[voc],
778.0,talb,sidi,[sidi],[my lord],N
779.0,talb,New_Sentence,New_Sentence,New_Sentence,
780.0,,art,[ard],[ard],
781.0,talb,tinin,[t-ini-n],[3MP-say:Impf],V
782.0,talb,ʁwilli,[ʁ-wi-lli],[DemPronMP:these ones-RelPro],
783.0,talb,ʁikann,[ʁikann],[dem-deic],
784.0,talb,!krad,[!krad],[three],
785.0,talb,!wadan,[!w-adan],[SMCS-night],N
786.0,talb,d,[d],[and],
787.0,talb,!krad,[!krad],[three],
788.0,talb,ussan,[ussan],[PMFS:day],N
789.0,talb,ħ,[ħ],[ħ],
790.0,talb,ʒʒu,[ʒʒu],[never],
791.0,talb,ur,[ur],[neg],
792.0,talb,!ttasn,[!ttas-n],[sleep:pf-3MP],V
793.0,talb,ass,[ass],[the day],N
794.0,talb,n,[n],[n],
795.0,talb,!krad,[!krad],[three],
796.0,talb,!wadan,[!w-adan],[SMCS-night],N
797.0,talb,jaʒʒi,[i-aʒʒi],[3MS-let-Obj:3MP],V
798.0,talb,tn,[tn],[Obj:3MP],
799.0,talb,ajlliħ,[ajlliħ],[until],
800.0,talb,d,[d],[and],
801.0,talb,iqqrrb,[i-qqrrb],[3MS-bring closer:pf],V
802.0,talb,lħal,[l-ħal],[the time],N
803.0,talb,a,[ad],[AD:Comp],
804.0,talb,jffu,[i-ffu],[3MS-become:pf],V
805.0,talb,jini,[i-ini],[3MS-say:ao],V
806.0,talb,jasn,[i-a-sn],[dat-3MP],
807.0,talb,awa,[awa],[so],
808.0,talb,ʁila,[ʁila],[deic],
809.0,talb,hat,[hat],[presentative],
810.0,talb,ʁunʃkk,[ʁunʃkk],[how],
811.0,talb,lli,[lli],[RelPro],
812.0,talb,igan,[i-ga-n],[which-be-n:partic],V
813.0,talb,lqqanun,[l-qqanun],[the law],N
814.0,talb,llmudakara,[ll-mudakara],[the conversation],N
815.0,talb,hati,[hati],[presentative],
816.0,talb,nzzri,[n-zzri],[1P-pass:pf],V
817.0,talb,t,[t],[Obj:3S],
818.0,talb,New_Sentence,New_Sentence,New_Sentence,
819.0,,gunat,[gun-at],[sleep:imper-2MP],V
820.0,talb,nn,[nn],[Obj:3MP],
821.0,talb,imikk,[imikk],[a little],
822.0,talb,ar,[ar],[AR],
823.0,talb,kudnna,[kudnna],[Everytime],
824.0,talb,kwn,[kwn],[Obj:2MP],
825.0,talb,ssnkrħ,[ss-nkr-ħ],[caus-get up:ao-1S],V
826.0,talb,n!zzal,[n-!zzal],[1P-pray:ao],V
827.0,talb,l!fʒr,[l-!fʒr],[the dawn],N
828.0,talb,nmmiqqir,[n-mmiqqir],[1P-meet:pf],V
829.0,talb,ilmma,[ilmma],[once again],
830.0,talb,nnabi,[nnabi],[Prophet],N
831.0,talb,New_Sentence,New_Sentence,New_Sentence,
832.0,talb,nttni,[nttni],[nttni],
833.0,talb,ur,[ur],[neg],
834.0,talb,ufin,[ufi-n],[find:pf-3MP],V
835.0,talb,ajliħ,[ajliħ],[until],
836.0,talb,asn,[a-sn],[dat-3MP],
837.0,talb,hlli,[hlli],[maybe],
838.0,talb,inna,[i-nna],[3MS-say:pf],V
839.0,talb,gunat,[gun-at],[sleep:imper-2MP],V
840.0,talb,nn,[nn],[Obj:3MP],
841.0,talb,imikk,[imikk],[a little],
842.0,talb,wannann,[wanna-nn],[DeemPro:who-deic],
843.0,talb,ukan,[ukan],[just],
844.0,talb,isnndn,[i-snnd-n],[3MS-lean to-n:partic],V
845.0,talb,imik,[imik],[a little],
846.0,talb,ikkin,[i-kki-n],[comp-pass:pfin:-partic],V
847.0,talb,ʁin,[ʁin],[deic],
848.0,talb,s,[s],[with],
849.0,talb,!itts,[!itts],[sleep],N
850.0,talb,New_Sentence,New_Sentence,New_Sentence,
851.0,talb,islħil,[islħil],[islħil],
852.0,talb,ajlliħ,[ajlliħ],[until],
853.0,talb,jull,[i-ull],[3MS-take:pf],V
854.0,talb,lħmllli,[l-ħml-lli],[the weight-RelPro] ,N
855.0,talb,ismun,[i-smun],[3MS-gather:pf],V
856.0,talb,idukan,[idukan],[slippers],N
857.0,talb,ns,[n-s],[of-3S],
858.0,talb,immiqqir,[i-mmiqqir],[3MS-meet:pf],V
859.0,talb,ddarsn,[ddar-sn],[for-them],
860.0,talb,jawi,[i-awi],[3MS-bring:Impf],V
861.0,talb,nnqqwrt,[nnqqwrt],[silver],N
862.0,talb,ddhb,[ddhb],[gold],N
863.0,talb,d,[d],[and],
864.0,talb,lmal,[l-mal],[money],N
865.0,talb,ar,[ar],[AR],
866.0,talb,issaʁ,[i-ss-aʁ],[3MS-caus-buy for:Impf],V
867.0,talb,i,[i],[to],
868.0,talb,ʁwilli,[ʁ-wi-lli],[DemPronMP:these ones-RelPro],
869.0,talb,mu,[mu],[RelPro],
870.0,talb,jnna,[i-nna],[3MS-say:pf],V
871.0,talb,a,[ad],[AD:Comp],
872.0,talb,jjissn,[i-iss-n],[to-with],
873.0,talb,iʃrk,[i-ʃrk],[3MS-associate:pf],V
874.0,talb,izgarn,[i-zgar-n],[PMFS-cow],N
875.0,talb,nsn,[n-sn],[of-them],
876.0,talb,itthnna,[i-tthnna],[3MS-reassure:pf],V
877.0,talb,ħ,[ħ],[for],
878.0,talb,i!mħdarn,[i-!mħdar-n], [PMFS-student],N
879.0,talb,ula,[ula],[or],
880.0,talb,i!lgwmadn,[i-!lgwmad-n],[PMFS-snake],N
881.0,talb,ula,[ula],[or],
882.0,talb,ifis,[ifis],[hyena],N
883.0,talb,ula,[ula],[or],
884.0,talb,lχwlas,[l-χwlas],[payroll],N
885.0,talb,n,[n],[by],
886.0,talb,trkmin,[t-rkm-in],[FPCS-turnips],N
